9.660789e-06	1.112701e-05	1.173061e-05	1.136762e-05	1.016602e-05	8.272927e-06	6.117724e-06	4.151030e-06	2.573229e-06	1.478091e-06	8.212652e-07	4.758700e-07	3.155300e-07	2.561271e-07	2.449279e-07	2.525166e-07	2.636761e-07	2.695693e-07	
1.112701e-05	1.325357e-05	1.442819e-05	1.438900e-05	1.321373e-05	1.103216e-05	8.354577e-06	5.794710e-06	3.671719e-06	2.160408e-06	1.236887e-06	7.459545e-07	5.187156e-07	4.381590e-07	4.284529e-07	4.460832e-07	4.676612e-07	4.789083e-07	
1.173061e-05	1.442819e-05	1.621017e-05	1.664117e-05	1.570632e-05	1.347404e-05	1.047229e-05	7.447055e-06	4.844324e-06	2.939582e-06	1.752467e-06	1.115641e-06	8.246688e-07	7.307454e-07	7.332138e-07	7.720820e-07	8.133018e-07	8.346273e-07	
1.136762e-05	1.438900e-05	1.664117e-05	1.755580e-05	1.701314e-05	1.499282e-05	1.196689e-05	8.740837e-06	5.859410e-06	3.692711e-06	2.318557e-06	1.579727e-06	1.254049e-06	1.170204e-06	1.206040e-06	1.285143e-06	1.360865e-06	1.400047e-06	
1.016602e-05	1.321373e-05	1.570632e-05	1.701314e-05	1.692616e-05	1.533332e-05	1.259203e-05	9.480979e-06	6.592882e-06	4.365187e-06	2.936110e-06	2.179304e-06	1.877292e-06	1.849930e-06	1.959541e-06	2.114213e-06	2.251921e-06	2.323789e-06	
8.272927e-06	1.103216e-05	1.347404e-05	1.499282e-05	1.533332e-05	1.431593e-05	1.215083e-05	9.502463e-06	6.943738e-06	4.931363e-06	3.650068e-06	3.019220e-06	2.850662e-06	2.972106e-06	3.237660e-06	3.540303e-06	3.796867e-06	3.933338e-06	
6.117724e-06	8.354577e-06	1.047229e-05	1.196689e-05	1.259203e-05	1.215083e-05	1.072302e-05	8.805554e-06	6.888318e-06	5.389042e-06	4.506441e-06	4.204562e-06	4.341909e-06	4.767475e-06	5.331911e-06	5.910695e-06	6.388812e-06	6.650861e-06	
4.151030e-06	5.794710e-06	7.447055e-06	8.740837e-06	9.480979e-06	9.502463e-06	8.805554e-06	7.721289e-06	6.629244e-06	5.870477e-06	5.624864e-06	5.886363e-06	6.563349e-06	7.527886e-06	8.621282e-06	9.690134e-06	1.056683e-05	1.106656e-05	
2.573229e-06	3.671719e-06	4.844324e-06	5.859410e-06	6.592882e-06	6.943738e-06	6.888318e-06	6.629244e-06	6.446438e-06	6.599133e-06	7.231452e-06	8.351055e-06	9.911479e-06	1.179766e-05	1.381863e-05	1.576298e-05	1.736859e-05	1.832835e-05	
1.478091e-06	2.160408e-06	2.939582e-06	3.692711e-06	4.365187e-06	4.931363e-06	5.389042e-06	5.870477e-06	6.599133e-06	7.783139e-06	9.540767e-06	1.188834e-05	1.482214e-05	1.822283e-05	2.182439e-05	2.530219e-05	2.822375e-05	3.006519e-05	
8.212652e-07	1.236887e-06	1.752467e-06	2.318557e-06	2.936110e-06	3.650068e-06	4.506441e-06	5.624864e-06	7.231452e-06	9.540767e-06	1.268553e-05	1.671065e-05	2.167237e-05	2.743833e-05	3.361155e-05	3.966914e-05	4.488436e-05	4.835837e-05	
4.758700e-07	7.459545e-07	1.115641e-06	1.579727e-06	2.179304e-06	3.019220e-06	4.204562e-06	5.886363e-06	8.351055e-06	1.188834e-05	1.671065e-05	2.294476e-05	3.076224e-05	4.004100e-05	5.020293e-05	6.041765e-05	6.947998e-05	7.586317e-05	
3.155300e-07	5.187156e-07	8.246688e-07	1.254049e-06	1.877292e-06	2.850662e-06	4.341909e-06	6.563349e-06	9.911479e-06	1.482214e-05	2.167237e-05	3.076224e-05	4.249100e-05	5.683181e-05	7.301057e-05	8.977158e-05	1.051724e-04	1.166562e-04	
2.561271e-07	4.381590e-07	7.307454e-07	1.170204e-06	1.849930e-06	2.972106e-06	4.767475e-06	7.527886e-06	1.179766e-05	1.822283e-05	2.743833e-05	4.004100e-05	5.683181e-05	7.805597e-05	1.028196e-04	1.293765e-04	1.547556e-04	1.748108e-04	
2.449279e-07	4.284529e-07	7.332138e-07	1.206040e-06	1.959541e-06	3.237660e-06	5.331911e-06	8.621282e-06	1.381863e-05	2.182439e-05	3.361155e-05	5.020293e-05	7.301057e-05	1.028196e-04	1.388360e-04	1.789092e-04	2.188391e-04	2.522756e-04	
2.525166e-07	4.460832e-07	7.720820e-07	1.285143e-06	2.114213e-06	3.540303e-06	5.910695e-06	9.690134e-06	1.576298e-05	2.530219e-05	3.966914e-05	6.041765e-05	8.977158e-05	1.293765e-04	1.789092e-04	2.361263e-04	2.956391e-04	3.484043e-04	
2.636761e-07	4.676612e-07	8.133018e-07	1.360865e-06	2.251921e-06	3.796867e-06	6.388812e-06	1.056683e-05	1.736859e-05	2.822375e-05	4.488436e-05	6.947998e-05	1.051724e-04	1.547556e-04	2.188391e-04	2.956391e-04	3.790063e-04	4.571316e-04	
2.695693e-07	4.789083e-07	8.346273e-07	1.400047e-06	2.323789e-06	3.933338e-06	6.650861e-06	1.106656e-05	1.832835e-05	3.006519e-05	4.835837e-05	7.586317e-05	1.166562e-04	1.748108e-04	2.522756e-04	3.484043e-04	4.571316e-04	5.645170e-04	
